"","agebound","Lspline","Mspline","Sspline","gender","f"
"328",28,NA,0.00312284604552637,0.00531146003561656,1,"VC"
"329",29,NA,0.00371576087804826,0.00602239963851714,1,"VC"
"330",30,NA,0.00674751783424732,0.00658753081482777,1,"VC"
"331",31,NA,0.0115522062820119,0.0070178731418018,1,"VC"
"332",32,NA,0.0171622191162744,0.0073259026062491,1,"VC"
"333",33,NA,0.0225368012101939,0.00752416191728722,1,"VC"
"334",34,NA,0.026948214155464,0.00762396953833688,1,"VC"
"335",35,NA,0.0303198537315623,0.0076361963378031,1,"VC"
"336",36,NA,0.0327190681056067,0.00757064502735538,1,"VC"
"337",37,NA,0.0342308746219189,0.00743648477040937,1,"VC"
"338",38,NA,0.0350036278473294,0.00724337720891688,1,"VC"
"339",39,NA,0.0351808716048172,0.00700011965441139,1,"VC"
"340",40,NA,0.0348939444610696,0.00671480391898349,1,"VC"
"341",41,NA,0.0342907889991135,0.00639647031931467,1,"VC"
"342",42,NA,0.033511341744898,0.00605368915431059,1,"VC"
"343",43,NA,0.0326762966865921,0.00569394598343598,1,"VC"
"344",44,NA,0.0318599512150968,0.00532320140550757,1,"VC"
"345",45,NA,0.0310899701712994,0.0049459634944844,1,"VC"
"346",46,NA,0.0303880927533253,0.00456614760380747,1,"VC"
"347",47,NA,0.0297657751905582,0.00418707197634705,1,"VC"
"348",48,NA,0.0291403546602016,0.00381013677653952,1,"VC"
"349",49,NA,0.0283764767626664,0.00343554653717959,1,"VC"
"350",50,NA,0.0273538576361805,0.00306345790961871,1,"VC"
"351",51,NA,0.0259730081992746,0.00269403717215111,1,"VC"
"352",52,NA,0.0242709592903605,0.00232805956644366,1,"VC"
"353",53,NA,0.0223949753212569,0.00196678527716676,1,"VC"
"354",54,NA,0.020480982933563,0.0016113498022734,1,"VC"
"355",55,NA,0.0186504540533647,0.00126275559602451,1,"VC"
"356",56,NA,0.0169853310478913,0.000922150615231931,1,"VC"
"357",57,NA,0.0154685325510542,0.000591446033378684,1,"VC"
"358",58,NA,0.0140652705933331,0.000272530039557406,1,"VC"
"359",59,NA,0.0127440092397411,-3.29203401268074e-05,1,"VC"
"360",60,NA,0.0114761184060654,-0.000323419603528663,1,"VC"
"361",61,NA,0.0102236009152943,-0.000598134724544508,1,"VC"
"362",62,NA,0.00892358848274277,-0.000857478475619455,1,"VC"
"363",63,NA,0.00751506812376412,-0.00110201641526642,1,"VC"
"364",64,NA,0.00594284992279448,-0.00133228662051632,1,"VC"
"365",65,NA,0.00415704004893414,-0.00154880137939983,1,"VC"
"366",66,NA,0.00211004495511169,-0.00175220595602843,1,"VC"
"367",67,NA,-0.000256036117015412,-0.00194403958615785,1,"VC"
"368",68,NA,-0.00299904072933543,-0.00212606581902142,1,"VC"
"369",69,NA,-0.00617128988035809,-0.00229991172887756,1,"VC"
"370",70,NA,-0.00982005370889993,-0.00246707826061421,1,"VC"
"371",71,NA,-0.0139879770102525,-0.00262895018260823,1,"VC"
"372",72,NA,-0.0186999985002867,-0.00278668671039828,1,"VC"
"373",73,NA,-0.0239372607011994,-0.00294099722354657,1,"VC"
"374",74,NA,-0.0296739316583281,-0.00309246989980894,1,"VC"
"375",75,NA,-0.0358855745971827,-0.00324164970025764,1,"VC"
"376",76,NA,-0.0425490587558564,-0.003389041595387,1,"VC"
"377",77,NA,-0.049642476888593,-0.00353511352568914,1,"VC"
"378",78,NA,-0.0571412995962994,-0.00368025674356964,1,"VC"
"379",79,NA,-0.0649944595772851,-0.00382452023119084,1,"VC"
"380",80,NA,-0.0731417682313058,-0.00396780954844811,1,"VC"
"381",81,NA,-0.0815270435786868,-0.00411003723010772,1,"VC"
"382",82,NA,-0.0900978974323969,-0.00425112298197527,1,"VC"
"383",83,NA,-0.0988054762912647,-0.00439099316116653,1,"VC"
"384",84,NA,-0.107604221779782,-0.0045295802963623,1,"VC"
"385",85,NA,-0.116453995531231,-0.0046668295106933,1,"VC"
"386",86,NA,-0.125328265495138,-0.00480272266460968,1,"VC"
"387",87,NA,-0.13420543513501,-0.0049372531658527,1,"VC"
"388",88,NA,-0.143065347812183,-0.0050704159082029,1,"VC"
"389",89,NA,-0.151889192738148,-0.00520220715188291,1,"VC"
"390",90,NA,-0.160659418071406,-0.00533262441432614,1,"VC"
"391",91,NA,NA,NA,1,"VC"
"392",92,NA,NA,NA,1,"VC"
"393",93,NA,NA,NA,1,"VC"
"394",17,NA,-0.13041072946484,-0.00747979974263346,2,"VC"
"395",18,NA,-0.107342604235081,-0.00115907681957106,2,"VC"
"396",19,NA,-0.0855035336789189,0.00571719392061487,2,"VC"
"397",20,NA,-0.0650031763957752,0.0139853963199434,2,"VC"
"398",21,NA,-0.0461933808765806,0.0239666314771312,2,"VC"
"399",22,NA,-0.0298342383180277,0.0347686315569584,2,"VC"
"400",23,NA,-0.0165477965847813,0.0450821314460095,2,"VC"
"401",24,NA,-0.00675455742220166,0.0532525663896091,2,"VC"
